id-lieu,id-civ,nom-commun,id-dict,categorie-id,type-commun,type-commun-id,no-civique,voie,type-voie,lien-voie,nom-voie,code-postal,secteur-amena,district-electoral,id-district-electoral,ex-ville,id-ex-ville,coord-x,coord-y,latitude,longitude
377,119517,Parc Ringuet,7635,Lieu public - Ville de Laval,Parc,12,4749,Boulevard Arthur-Sauvé,Boulevard,,Arthur-Sauvé,,4,L'Orée-des-bois,18,Laval-Ouest,LO,276060.6857,5045950.995,45.55287845,-73.86808913
378,912,Parc Rivard,2575,Lieu public - Ville de Laval,Parc,12,1180,Rue Foucher,Rue,,Foucher,,1,Val-des-Arbres,3,Saint-Vincent-de-Paul,VP,291473.8,5051910.9,45.6069728,-73.67084407
379,114294,Parc Robert-L'Herbier,2556,Lieu public - Ville de Laval,Parc,12,241,Rue Notre-Dame-de-Fatima,Rue,,Notre-Dame-de-Fatima,,2,Duvernay-Pont-Viau,4,Duvernay,DU,291108.5239,5048210.014,45.5736642,-73.67542318
380,114388,Parc Robitaille,7471,Lieu public - Ville de Laval,Parc,12,247,Rue Robitaille,Rue,,Robitaille,,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,282167.2,5042755.1,45.5243462,-73.78973116
381,128871,Parc Roch-Hébert,7833,Lieu public - Ville de Laval,Parc,12,1021,Avenue Jean-Charles,Avenue,,Jean-Charles,H7L 5J7,5,Sainte-Rose,21,Sainte-Rose,RO,283643.5191,5053796.297,45.62374365,-73.77131043
382,914,Parc Rodolphe-Lavoie,2576,Lieu public - Ville de Laval,Parc,12,4890,Rue Saint-Joseph,Rue,,Saint-Joseph,H7C 1H5,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293215.9,5052334.8,45.61081836,-73.64852021
383,693,Parc Roger-Provost,2515,Lieu public - Ville de Laval,Parc,12,265,Boulevard Léger,Boulevard,,Léger,H7G 3T4,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,290749.5509,5048117.083,45.57282082,-73.68001986
66,129765,Bois Chomedey,,Lieu public - Ville de Laval,Parc,12,2999,Boulevard Notre-Dame,Boulevard,,Notre-Dame,H7V 4C4,3,Souvenir-Labelle,12,Chomedey,CH,286499.8,5045444.9,45.54867704,-73.73436893
67,71463,Bois Papineau,,Lieu public - Ville de Laval,Parc,12,3235,Boulevard Saint-Martin Est,Boulevard,,Saint-Martin Est,H7E 5G8,1,Val-des-Arbres,3,Duvernay,DU,290899.8,5051687.6,45.60495225,-73.67819645
77,809,Cégep Montmorency,2549,Lieu public - Ville de Laval,Parc,12,475,Boulevard de l'Avenir,Boulevard,de l',Avenir,H7N 5H9,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287731.2,5046693.4,45.55994266,-73.71864219
78,811,Cégep Montmorency,2549,Lieu public - Ville de Laval,Parc,12,362,Rue des Prés,Rue,des,Prés,,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287780.0489,5046819.818,45.5610814,-73.71802086
116,483,Centre de la nature,2492,Lieu public - Ville de Laval,Parc,12,901,Avenue du Parc,Avenue,du,Parc,H7E 2T7,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292177.9,5051742.8,45.60547334,-73.66181308
162,116680,Parc Adélard-Poirier,2621,Lieu public - Ville de Laval,Parc,12,5215,Rue de la Fabrique,Rue,de la,Fabrique,,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293299.528,5052746.323,45.61452272,-73.64745772
163,114290,Parc Alpha-Leblanc,5715,Lieu public - Ville de Laval,Parc,12,1760,Boulevard Leblanc,Boulevard,,Leblanc,,1,Val-des-Arbres,3,Duvernay,DU,290163.2,5050313.7,45.59257446,-73.68759819
164,143355,Parc Arthur-Lessard,8127,Lieu public - Ville de Laval,Parc,12,79,Boulevard Sainte-Rose Est,Boulevard,,Sainte-Rose Est,,5,Sainte-Rose,21,Sainte-Rose,RO,283966.0186,5053879.702,45.62450389,-73.76717831
165,148756,Parc Baron,8288,Lieu public - Ville de Laval,Parc,12,15,Rue Baron,Rue,,Baron,H7H 0A4,6,Auteuil,10,Auteuil,AU,284854.6903,5056142.428,45.64489028,-73.7558746
166,86489,Parc Bellehumeur,7626,Lieu public - Ville de Laval,Parc,12,7919,Rue Bellehumeur,Rue,,Bellehumeur,,6,Auteuil,10,Auteuil,AU,284791.295,5056878.627,45.65151286,-73.75671814
167,144028,Parc Benjamin-Dion,8182,Lieu public - Ville de Laval,Parc,12,1218,Avenue des Géraniums,Avenue,des,Géraniums,,4,Laval-les-Îles,17,Sainte-Dorothée,DO,278144.5854,5042957.61,45.52602622,-73.84123636
168,112255,Parc Bernard-Langevin,2539,Lieu public - Ville de Laval,Parc,12,1875,Boulevard Lévesque Est,Boulevard,,Lévesque Est,,2,Duvernay-Pont-Viau,4,Duvernay,DU,291369.5317,5048360.387,45.57502238,-73.67208314
169,472,Parc Berthiaume-Du Tremblay,2481,Lieu public - Ville de Laval,Parc,12,4250,Boulevard Lévesque Ouest,Boulevard,,Lévesque Ouest,H7W 2P8,3,L'Abord-à-Plouffe,13,Chomedey,CH,285401.2,5043378.7,45.53005504,-73.7483566
170,146219,Parc Bienville,7835,Lieu public - Ville de Laval,Parc,12,1309,Rue Bienville,Rue,,Bienville,,6,Auteuil,10,Auteuil,AU,285154.5228,5057487.144,45.65699874,-73.75208242
171,116676,Parc Biermans,7546,Lieu public - Ville de Laval,Parc,12,4748,Rue Du Tremblay,Rue,,Du Tremblay,H7W 2S9,3,L'Abord-à-Plouffe,13,Chomedey,CH,284800.8,5042775.9,45.5246139,-73.75601865
172,474,Parc Bigras,2482,Lieu public - Ville de Laval,Parc,12,886,Chemin de la Fourche,Chemin,de la,Fourche,H7Y 1T1,4,Laval-les-Îles,17,Îles-Laval,IL,276963.9,5042236.3,45.51948956,-73.85630996
173,128889,Parc Binet,7850,Lieu public - Ville de Laval,Parc,12,927,Rue Montgolfier,Rue,,Montgolfier,,3,Saint-Martin,15,Chomedey,CH,282866.2,5043737.2,45.53320576,-73.78082708
174,114282,Parc Bizet,2483,Lieu public - Ville de Laval,Parc,12,1659,Avenue Bizet,Avenue,,Bizet,H7S 1B8,2,Renaud,7,Chomedey,CH,286463.2002,5048506.6,45.57622605,-73.73495246
175,116674,Parc Bois-de-Boulogne,7566,Lieu public - Ville de Laval,Parc,12,975,Avenue de Bois-de-Boulogne,Avenue,de,Bois-de-Boulogne,,2,Concorde-Bois-de-Boulogne,6,Chomedey,CH,288683.1,5048293.7,45.57436528,-73.7065017
176,476,Parc Bon-Pasteur,2484,Lieu public - Ville de Laval,Parc,12,70,Boulevard du Bon-Pasteur,Boulevard,du,Bon-Pasteur,H7N 3R2,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,288590,5045558.3,45.54974923,-73.70760388
177,114392,Parc Borduas,2485,Lieu public - Ville de Laval,Parc,12,6000,Boulevard La Fayette,Boulevard,,La Fayette,,1,Saint-Vincent-de-Paul,2,Duvernay,DU,293903.987,5054408.382,45.62948803,-73.63974459
178,114285,Parc Bousquet,5694,Lieu public - Ville de Laval,Parc,12,1295,Rue Bousquet,Rue,,Bousquet,H7N 5A8,2,Concorde-Bois-de-Boulogne,6,Chomedey,CH,289318,5048918.2,45.57999911,-73.69838672
179,114342,Parc Brousseau,2487,Lieu public - Ville de Laval,Parc,12,884,Avenue Aimé-Bibeau,Avenue,,Aimé-Bibeau,H7C 2K7,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293245.7005,5051549.9,45.60375615,-73.64811955
180,145677,Parc Buteau,8198,Lieu public - Ville de Laval,Parc,12,2500,Rue Buteau,Rue,,Buteau,H7T 2X4,3,Saint-Martin,15,Chomedey,CH,281966.9531,5045977.066,45.55333175,-73.79244482
181,478,Parc Campeau,2489,Lieu public - Ville de Laval,Parc,12,4560,4e Rue,Rue,,4e ,,3,Chomedey,14,Chomedey,CH,284544.8,5043458.5,45.53074874,-73.75932401
182,143337,Parc canin des Rossignols,8138,Lieu public - Ville de Laval,Parc,12,5596,Boulevard des Rossignols,Boulevard,des,Rossignols,H7L 5Z1,5,Fabreville,20,Sainte-Rose,RO,283787.8345,5049445.265,45.58459671,-73.76927238
183,148755,Parc canin Falco,8309,Lieu public - Ville de Laval,Parc,12,180,Avenue Sauriol,Avenue,,Sauriol,,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287563.5041,5045704.174,45.55103719,-73.72075541
184,147390,Parc canin Haut-Saint-François,8302,Lieu public - Ville de Laval,Parc,12,3895,Rang du Haut-Saint-François,Rang,du,Haut-Saint-François,H7E 4P2,1,Val-des-Arbres,3,Duvernay,DU,290717.2754,5054346.687,45.62887559,-73.68061315
185,114313,Parc Cartier,2491,Lieu public - Ville de Laval,Parc,12,45,Boulevard Cartier Ouest,Boulevard,,Cartier Ouest,,2,Marigot,5,Laval-des-Rapides,LR,290249.6,5046577.5,45.55895695,-73.68637957
186,119115,Parc Chabrier,7627,Lieu public - Ville de Laval,Parc,12,715,Rue Chabrier,Rue,,Chabrier,H7S 2L1,2,Laval-des-Rapides,11,Chomedey,CH,287824.3003,5047527.3,45.5674486,-73.71747858
187,491,Parc Champenois,3068,Lieu public - Ville de Laval,Parc,12,6710,Rue Lamirande,Rue,,Lamirande,H7L 4Y1,5,Sainte-Rose,21,Sainte-Rose,RO,281899.3013,5050497.923,45.59400909,-73.79352313
188,494,Parc Champfleury,2493,Lieu public - Ville de Laval,Parc,12,2585,Boulevard des Oiseaux,Boulevard,des,Oiseaux,H7L 4M4,5,Fabreville,20,Sainte-Rose,RO,283154.665,5049745.793,45.5872815,-73.77739972
189,499,Parc Chénier,2495,Lieu public - Ville de Laval,Parc,12,580,Rue des Alouettes,Rue,des,Alouettes,,2,Concorde-Bois-de-Boulogne,6,Pont-Viau,PV,290221.2,5048956.6,45.58036415,-73.68681431
190,501,Parc Chopin,2496,Lieu public - Ville de Laval,Parc,12,1881,Avenue Dumouchel,Avenue,,Dumouchel,H7S 1J7,2,Renaud,7,Chomedey,CH,286410.2763,5047838.129,45.57020959,-73.73560543
191,143357,Parc Christos-Karigiannis,8171,Lieu public - Ville de Laval,Parc,12,3150,7e Rue,Rue,,7e ,,3,Souvenir-Labelle,12,Chomedey,CH,286613.8394,5045071.371,45.5453189,-73.73289457
192,114551,Parc Clichy,2497,Lieu public - Ville de Laval,Parc,12,3815,Rue Caron,Rue,,Caron,,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292153.9004,5051256.3,45.60109526,-73.66210814
193,145678,Parc Collin,8190,Lieu public - Ville de Laval,Parc,12,4599,Place Chénier,Place,,Chénier,,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292426.8827,5052739.693,45.61444808,-73.65864647
194,505,Parc Couvrette,2500,Lieu public - Ville de Laval,Parc,12,665,Rue des Jardins-Sainte-Dorothée,Rue,des,Jardins-Sainte-Dorothée,H7X 2K4,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280724.3,5042429.7,45.52136982,-73.80818603
195,143322,Parc Crevier,8134,Lieu public - Ville de Laval,Parc,12,130,Rue Lamarche,Rue,,Lamarche,H7X 4E6,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,282576.3973,5042732.701,45.52415781,-73.78449192
196,508,Parc Curé-Coursol,2502,Lieu public - Ville de Laval,Parc,12,320,Rue Richard,Rue,,Richard,H7M 1T8,2,Renaud,7,Chomedey,CH,287968.8,5049326.3,45.58363996,-73.71568935
197,145676,Parc d'Alexandrie,8201,Lieu public - Ville de Laval,Parc,12,111,Rue d'Alexandrie,Rue,d',Alexandrie,H7K 0B4,6,Saint-Bruno,9,Vimont,VI,286395.653,5053358.743,45.61988484,-73.73600091
198,114306,Parc Dalida,2615,Lieu public - Ville de Laval,Parc,12,335,Rue Dalida,Rue,,Dalida,,5,Fabreville,20,Fabreville,FA,281450.9,5047895.3,45.57057531,-73.79914591
199,143330,Parc Damien-Cyr,8151,Lieu public - Ville de Laval,Parc,12,440,Rue Damien-Cyr,Rue,,Damien-Cyr,H7L 6H3,5,Sainte-Rose,21,Sainte-Rose,RO,283286.8566,5052809.399,45.61485246,-73.77584067
200,676,Parc D'Argenson,2480,Lieu public - Ville de Laval,Parc,12,1765,Rue Rochefort,Rue,,Rochefort,,2,Concorde-Bois-de-Boulogne,6,Duvernay,DU,290401.1,5049437,45.58469066,-73.68452322
201,148752,Parc de Bagatelle,8308,Lieu public - Ville de Laval,Parc,12,850,Avenue de Bois-de-Boulogne,Avenue,de,Bois-de-Boulogne,H7N 4E9,2,Concorde-Bois-de-Boulogne,6,Chomedey,CH,288740.9566,5047919.553,45.57099994,-73.70574811
528,112658,Parc Collège Laval,,Lieu privé,Parc,12,1275,Avenue du Collège,Avenue,du,Collège,H7C 1W8,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293176.7,5052818,45.61516565,-73.64903431
529,120706,Parc Collège Letendre,,Lieu privé,Parc,12,1000,Boulevard de l'Avenir,Boulevard,de l',Avenir,H7N 6J6,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287467.6,5046724.4,45.5602151,-73.72201984
407,114357,Patinoire extérieure - Berge aux Quatre-Vent,,Lieu public - Ville de Laval,Patinoire extérieure,13,925,Rue Riviera,Rue,,Riviera,,4,Laval-les-Îles,17,Laval-Ouest,LO,275222.1,5044749.8,45.54203479,-73.87875679
408,102602,Patinoire extérieure - Berge des Baigneurs,,Lieu public - Ville de Laval,Patinoire extérieure,13,13,Rue Hotte,Rue,,Hotte,H7L 2R2,5,Sainte-Rose,21,Sainte-Rose,RO,282375.2,5052917.8,45.61579904,-73.78753473
409,472,Patinoire extérieure - Parc Berthiaume-Du Tremblay,,Lieu public - Ville de Laval,Patinoire extérieure,13,4250,Boulevard Lévesque Ouest,Boulevard,,Lévesque Ouest,H7W 2P8,3,L'Abord-à-Plouffe,13,Chomedey,CH,285401.2,5043378.7,45.53005504,-73.7483566
410,128873,Patinoire extérieure - Parc Bienville,,Lieu public - Ville de Laval,Patinoire extérieure,13,1375,Rue Bienville,Rue,,Bienville,,6,Auteuil,10,Auteuil,AU,285252.4404,5057601.031,45.65802627,-73.75083057
411,474,Patinoire extérieure - Parc Bigras,,Lieu public - Ville de Laval,Patinoire extérieure,13,886,Chemin de la Fourche,Chemin,de la,Fourche,H7Y 1T1,4,Laval-les-Îles,17,Îles-Laval,IL,276963.9,5042236.3,45.51948956,-73.85630996
412,478,Patinoire extérieure - Parc Campeau,,Lieu public - Ville de Laval,Patinoire extérieure,13,4560,4e Rue,Rue,,4e ,,3,Chomedey,14,Chomedey,CH,284544.8,5043458.5,45.53074874,-73.75932401
413,491,Patinoire extérieure - Parc Champenois,,Lieu public - Ville de Laval,Patinoire extérieure,13,6710,Rue Lamirande,Rue,,Lamirande,H7L 4Y1,5,Sainte-Rose,21,Sainte-Rose,RO,281899.3013,5050497.923,45.59400909,-73.79352313
414,494,Patinoire extérieure - Parc Champfleury,,Lieu public - Ville de Laval,Patinoire extérieure,13,2585,Boulevard des Oiseaux,Boulevard,des,Oiseaux,H7L 4M4,5,Fabreville,20,Sainte-Rose,RO,283154.665,5049745.793,45.5872815,-73.77739972
415,499,Patinoire extérieure - Parc Chénier,,Lieu public - Ville de Laval,Patinoire extérieure,13,580,Rue des Alouettes,Rue,des,Alouettes,,2,Concorde-Bois-de-Boulogne,6,Pont-Viau,PV,290221.2,5048956.6,45.58036415,-73.68681431
416,501,Patinoire extérieure - Parc Chopin,,Lieu public - Ville de Laval,Patinoire extérieure,13,1881,Avenue Dumouchel,Avenue,,Dumouchel,H7S 1J7,2,Renaud,7,Chomedey,CH,286410.2763,5047838.129,45.57020959,-73.73560543
417,505,Patinoire extérieure - Parc Couvrette,,Lieu public - Ville de Laval,Patinoire extérieure,13,665,Rue des Jardins-Sainte-Dorothée,Rue,des,Jardins-Sainte-Dorothée,H7X 2K4,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280724.3,5042429.7,45.52136982,-73.80818603
418,508,Patinoire extérieure - Parc Curé-Coursol,,Lieu public - Ville de Laval,Patinoire extérieure,13,320,Rue Richard,Rue,,Richard,H7M 1T8,2,Renaud,7,Chomedey,CH,287968.8,5049326.3,45.58363996,-73.71568935
419,114306,Patinoire extérieure - Parc Dalida,,Lieu public - Ville de Laval,Patinoire extérieure,13,335,Rue Dalida,Rue,,Dalida,,5,Fabreville,20,Fabreville,FA,281450.9,5047895.3,45.57057531,-73.79914591
420,114645,Patinoire extérieure - Parc de la Renaissance,,Lieu public - Ville de Laval,Patinoire extérieure,13,4255,Avenue de la Renaissance,Avenue,de la,Renaissance,H7L 3X2,5,Sainte-Rose,21,Sainte-Rose,RO,281696.1401,5051335.396,45.6015381,-73.7961667
421,128875,Patinoire extérieure - Parc des Ambassadeurs,,Lieu public - Ville de Laval,Patinoire extérieure,13,3325,Avenue des Ambassadeurs,Avenue,des,Ambassadeurs,,1,Val-des-Arbres,3,Duvernay,DU,290658.3,5053625.2,45.62238231,-73.68134858
422,1829,Patinoire extérieure - Parc des Chênes,,Lieu public - Ville de Laval,Patinoire extérieure,13,355,Rue les Érables,Rue,les,Érables,H7R 1A3,4,Laval-les-Îles,17,Laval-sur-le-Lac,LL,275021.7,5042770.7,45.52421795,-73.8812026
423,504,Patinoire extérieure - Parc des Coccinelles,,Lieu public - Ville de Laval,Patinoire extérieure,13,750,73e Avenue,Avenue,,73e ,,3,L'Abord-à-Plouffe,13,Chomedey,CH,286223.4,5044647.9,45.54149809,-73.73787848
424,128869,Patinoire extérieure - Parc des Crécerelles,,Lieu public - Ville de Laval,Patinoire extérieure,13,2260,Rue des Crécerelles,Rue,des,Crécerelles,H7L 5S2,5,Fabreville,20,Sainte-Rose,RO,283770.5,5051153.5,45.5999672,-73.7695681
425,102815,Patinoire extérieure - Parc des Érables,,Lieu public - Ville de Laval,Patinoire extérieure,13,69,1re Avenue,Avenue,,1re ,H7H 2G9,6,Auteuil,10,Auteuil,AU,283506.5,5055742.4,45.64125074,-73.7731526
426,131882,Patinoire extérieure - Parc des Prairies,,Lieu public - Ville de Laval,Patinoire extérieure,13,5,Avenue du Crochet,Avenue,du,Crochet,,2,Marigot,5,Laval-des-Rapides,LR,289255.8,5045835.894,45.55226228,-73.69908575
427,933,Patinoire extérieure - Parc des Saules,,Lieu public - Ville de Laval,Patinoire extérieure,13,100,Rue Saint-Saëns Ouest,Rue,,Saint-Saëns Ouest,H7H 1J1,6,Auteuil,10,Auteuil,AU,284873.2,5055237.5,45.63674816,-73.75560012
428,114293,Patinoire extérieure - Parc des Tilleuls,,Lieu public - Ville de Laval,Patinoire extérieure,13,7415,Avenue des Tilleuls,Avenue,des,Tilleuls,,1,Saint-Vincent-de-Paul,2,Duvernay,DU,296422.8,5057034.5,45.65315331,-73.60748531
429,677,Patinoire extérieure - Parc Dollard-des-Ormeaux,,Lieu public - Ville de Laval,Patinoire extérieure,13,1465,Rue Sérigny,Rue,,Sérigny,H7E 1N8,1,Val-des-Arbres,3,Duvernay,DU,291194.4,5050630.5,45.59544604,-73.67439031
430,85438,Patinoire extérieure - Parc Dora,,Lieu public - Ville de Laval,Patinoire extérieure,13,55,Rue Claude,Rue,,Claude,H7A 4A9,1,Saint-François,1,Saint-François,FR,297494.4406,5060751.187,45.68660874,-73.59379128
431,114302,Patinoire extérieure - Parc du Faubourg Dagenais,,Lieu public - Ville de Laval,Patinoire extérieure,13,745,Rue Ovide,Rue,,Ovide,,4,L'Orée-des-bois,18,Fabreville,FA,279100.2,5047590.7,45.56775163,-73.82924631
432,113130,Patinoire extérieure - Parc Dumas,,Lieu public - Ville de Laval,Patinoire extérieure,13,1774,Rue de Berne,Rue,de,Berne,,6,Vimont,8,Vimont,VI,287063.7999,5051038.3,45.59902243,-73.72734889
433,817,Patinoire extérieure - Parc du Moulin,,Lieu public - Ville de Laval,Patinoire extérieure,13,1125,Montée du Moulin,Montée,du,Moulin,H7A 2A2,1,Saint-François,1,Saint-François,FR,298630.7163,5059361.272,45.67411313,-73.57918575
434,7625,Patinoire extérieure - Parc-école Fleur-de-vie,,Lieu public - Ville de Laval,Patinoire extérieure,13,3600,Rue Duhamel,Rue,,Duhamel,H7R 1K7,4,Laval-les-Îles,17,Laval-Ouest,LO,276161.2,5045079.1,45.54503713,-73.86675076
435,831,Patinoire extérieure - Parc-école L'Orée-des-Bois,,Lieu public - Ville de Laval,Patinoire extérieure,13,1130,37e Avenue,Avenue,,37e ,H7R 4W4,4,L'Orée-des-bois,18,Fabreville,FA,277953.0453,5048069.438,45.57201609,-73.84396881
436,686,Patinoire extérieure - Parc Émile,,Lieu public - Ville de Laval,Patinoire extérieure,13,55,Boulevard Cartier Ouest,Boulevard,,Cartier Ouest,H7N 5T3,2,Marigot,5,Laval-des-Rapides,LR,290078.9,5046513.4,45.55837657,-73.68856417
437,131342,Patinoire extérieure - Parc Ferme Sainte-Thérèse,,Lieu public - Ville de Laval,Patinoire extérieure,13,1658,Boulevard Mattawa,Boulevard,,Mattawa,,5,Marc-Aurèle-Fortin,19,Fabreville,FA,279631.5,5051172,45.59999616,-73.82262434
438,692,Patinoire extérieure - Parc Florent,,Lieu public - Ville de Laval,Patinoire extérieure,13,910,Montée Gravel,Montée,,Gravel,,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,279781.2339,5042965.528,45.52615813,-73.82028512
439,128887,Patinoire extérieure - Parc Frégault,,Lieu public - Ville de Laval,Patinoire extérieure,13,2455,Rue Frégault,Rue,,Frégault,,3,Renaud,7,Chomedey,CH,284031.4,5046847.1,45.56122515,-73.7660407
440,698,Patinoire extérieure - Parc Hébert,,Lieu public - Ville de Laval,Patinoire extérieure,13,60,Rue Paré,Rue,,Paré,H7B 1B3,1,Saint-François,1,Saint-François,FR,294178.1,5060534.4,45.68461518,-73.63636275
441,736,Patinoire extérieure - Parc Henri-Dunant,,Lieu public - Ville de Laval,Patinoire extérieure,13,85,Boulevard Léger,Boulevard,,Léger,,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,291133.3,5047630.9,45.56845366,-73.67508954
442,740,Patinoire extérieure - Parc Isabelle,,Lieu public - Ville de Laval,Patinoire extérieure,13,400,Rue Jacques,Rue,,Jacques,H7P 5K5,5,Marc-Aurèle-Fortin,19,Fabreville,FA,280268.4,5047536.2,45.56730339,-73.81427771
443,14916,Patinoire extérieure - Parc Jean-Lemonde,,Lieu public - Ville de Laval,Patinoire extérieure,13,400,Boulevard Sainte-Dorothée,Boulevard,,Sainte-Dorothée,H7X 1H3,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280822.9,5043428.6,45.53036158,-73.80697278
444,751,Patinoire extérieure - Parc Jean-XXIII,,Lieu public - Ville de Laval,Patinoire extérieure,13,1125,Boulevard Vanier,Boulevard,,Vanier,H7C 2N2,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292586,5052329.9,45.61076349,-73.65659603
445,755,Patinoire extérieure - Parc Jolibourg,,Lieu public - Ville de Laval,Patinoire extérieure,13,1350,Rue du Relais,Rue,du,Relais,H7Y 1W2,4,Laval-les-Îles,17,Sainte-Dorothée,DO,276903,5042899.1,45.52545115,-73.85712721
446,128895,Patinoire extérieure - Parc Josaphat-Demers,,Lieu public - Ville de Laval,Patinoire extérieure,13,800,Avenue Josaphat-Demers,Avenue,,Josaphat-Demers,,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,281865,5043244.2,45.52873738,-73.79362258
447,762,Patinoire extérieure - Parc Kennedy,,Lieu public - Ville de Laval,Patinoire extérieure,13,1250,Avenue Shorecrest,Avenue,,Shorecrest,H7W 1R7,3,Chomedey,14,Chomedey,CH,284713,5044608.7,45.54110344,-73.75721777
448,772,Patinoire extérieure - Parc Labelle,,Lieu public - Ville de Laval,Patinoire extérieure,13,1630,Rue Hébert,Rue,,Hébert,H7V 3L8,3,Souvenir-Labelle,12,Chomedey,CH,284698,5045766.9,45.55152481,-73.75745742
449,84005,Patinoire extérieure - Parc Lausanne,,Lieu public - Ville de Laval,Patinoire extérieure,13,425,Rue de Lausanne,Rue,de,Lausanne,,6,Saint-Bruno,9,Vimont,VI,287577.3975,5052998.181,45.61667074,-73.72083465
450,90742,Patinoire extérieure - Parc Laval-Ouest,,Lieu public - Ville de Laval,Patinoire extérieure,13,7189,21e Avenue,Avenue,,21e ,H7R 3G9,4,Laval-les-Îles,17,Laval-Ouest,LO,275823.2737,5044608.861,45.54079186,-73.87105034
451,1298,Patinoire extérieure - Parc Légaré,,Lieu public - Ville de Laval,Patinoire extérieure,13,2245,Rue Légaré,Rue,,Légaré,,3,Saint-Martin,15,Chomedey,CH,283007.1,5046100.7,45.55447756,-73.77912833
452,688,Patinoire extérieure - Parc l'Escale,,Lieu public - Ville de Laval,Patinoire extérieure,13,8050,Rue Mylène,Rue,,Mylène,H7A 1G3,1,Saint-François,1,Saint-François,FR,298036.6,5058513.6,45.66648011,-73.58679972
453,774,Patinoire extérieure - Parc Louis-Durocher,,Lieu public - Ville de Laval,Patinoire extérieure,13,1700,Rue Thomas-D'Orsonnens,Rue,,Thomas-D'Orsonnens,H7M 4X7,6,Vimont,8,Vimont,VI,288671.7,5051933.7,45.60711858,-73.70676799
454,778,Patinoire extérieure - Parc Madeleine,,Lieu public - Ville de Laval,Patinoire extérieure,13,790,Rue Madeleine,Rue,,Madeleine,H7P 3W7,5,Marc-Aurèle-Fortin,19,Fabreville,FA,279647.3,5048644.2,45.5772512,-73.82229161
455,786,Patinoire extérieure - Parc Marc-Aurèle-Fortin,,Lieu public - Ville de Laval,Patinoire extérieure,13,720,Rue Fleury,Rue,,Fleury,,5,Marc-Aurèle-Fortin,19,Fabreville,FA,281237.1,5049525.6,45.58523785,-73.80196367
456,128883,Patinoire extérieure - Parc Marcel-Proust,,Lieu public - Ville de Laval,Patinoire extérieure,13,3080,Rue Marcel-Proust,Rue,,Marcel-Proust,H7P 6A5,5,Fabreville,20,Chomedey,CH,284542.9,5048568.4,45.57672889,-73.75955991
457,114394,Patinoire extérieure - Parc Masson,,Lieu public - Ville de Laval,Patinoire extérieure,13,6655,Rue Duranleau,Rue,,Duranleau,,1,Saint-François,1,Saint-François,FR,295103.7003,5060181.2,45.68145061,-73.62447298
458,827,Patinoire extérieure - Parc Notre-Dame,,Lieu public - Ville de Laval,Patinoire extérieure,13,46,Terrasse Dufferin,Terrasse,,Dufferin,,5,Sainte-Rose,21,Sainte-Rose,RO,282861.9716,5053814.888,45.6238867,-73.7813337
459,830,Patinoire extérieure - Parc Odyssée-des-Jeunes,,Lieu public - Ville de Laval,Patinoire extérieure,13,4600,Rue Cyrille-Delage,Rue,,Cyrille-Delage,H7K 2S4,6,Saint-Bruno,9,Auteuil,AU,285959.9,5052568.3,45.61276062,-73.74155803
460,813,Patinoire extérieure - Parc Paul-Marcel-Maheu,,Lieu public - Ville de Laval,Patinoire extérieure,13,327,Rue Montmorency,Rue,,Montmorency,,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,288395.6,5046148.2,45.55505277,-73.71011335
461,847,Patinoire extérieure - Parc Pépin,,Lieu public - Ville de Laval,Patinoire extérieure,13,355,Rue Flore,Rue,,Flore,H7P 5L5,5,Marc-Aurèle-Fortin,19,Fabreville,FA,281528.8226,5048362.452,45.57478145,-73.79816983
462,3007,Patinoire extérieure - Parc Père-Vimont,,Lieu public - Ville de Laval,Patinoire extérieure,13,2280,Rue Marc,Rue,,Marc,,6,Saint-Bruno,9,Vimont,VI,286665.8,5053088.2,45.61745755,-73.73252675
